"","Type","Dur","Delta","Sur","Goal"
"788","fronted",0.153480912,36.75709281,"fronted","info-seeking"
"602","fronted",0.168291485,23.42916334,"fronted","info-seeking"
"611","fronted",0.093990359,30.77535909,"fronted","info-seeking"
"386","fronted",0.178851208,1.414210084,"fronted","info-seeking"
"200","fronted",0.049647492,7.550915667,"fronted","info-seeking"
"441","fronted",0.10681418,-3.38599497,"fronted","info-seeking"
"79","fronted",0.033871571,25.85717374,"fronted","info-seeking"
"487","fronted",0.065451544,9.191268497,"fronted","info-seeking"
"960","echo",0.244640268,159.0121875,"in-situ","clarification"
"113","fronted",0.138405357,23.36265593,"fronted","info-seeking"
"891","content",0.263000219,-83.93680361,"in-situ","info-seeking"
"653","fronted",0.135289176,64.57223589,"fronted","info-seeking"
"483","fronted",0.127861692,-34.54512559,"fronted","info-seeking"
"498","fronted",0.05750212,-37.97337953,"fronted","info-seeking"
"567","fronted",0.106029526,-17.39762107,"fronted","info-seeking"
"135","fronted",0.219448096,-53.3626836,"fronted","info-seeking"
"866","content",0.102675424,-11.73690474,"in-situ","info-seeking"
"980","echo",0.230165473,93.76827719,"in-situ","clarification"
"273","fronted",0.160487622,-49.35548716,"fronted","info-seeking"
"28","fronted",0.116643626,-1.655717385,"fronted","info-seeking"
"60","fronted",0.111455134,12.06076658,"fronted","info-seeking"
"261","fronted",0.115875914,-20.67099978,"fronted","info-seeking"
"232","fronted",0.150236701,-93.60087302,"fronted","info-seeking"
"48","fronted",0.120055093,20.88031416,"fronted","info-seeking"
"621","fronted",0.220826099,-5.953658773,"fronted","info-seeking"
"615","fronted",0.128668894,31.88099157,"fronted","info-seeking"
"26","fronted",0.099383411,44.40797239,"fronted","info-seeking"
"109","fronted",0.05557611,10.01085925,"fronted","info-seeking"
"836","fronted",0.156206726,40.87853276,"fronted","info-seeking"
"646","fronted",0.110002933,-1.134793059,"fronted","info-seeking"
"766","fronted",0.116250441,20.44675708,"fronted","info-seeking"
"853","content",0.057734126,-121.5888013,"in-situ","info-seeking"
"553","fronted",0.103807511,-33.8374633,"fronted","info-seeking"
"921","content",0.217544983,-35.53892691,"in-situ","info-seeking"
"762","fronted",0.187115193,14.37803919,"fronted","info-seeking"
"598","fronted",0.219681947,6.904190891,"fronted","info-seeking"
"241","fronted",0.044217499,-8.722719519,"fronted","info-seeking"
"972","echo",0.208479691,174.7893646,"in-situ","clarification"
"989","echo",0.230055353,54.32613141,"in-situ","clarification"
"381","fronted",0.147511554,-56.39020106,"fronted","info-seeking"
"702","fronted",0.078647255,-42.28676853,"fronted","info-seeking"
"42","fronted",0.102369043,-8.84009769,"fronted","info-seeking"
"212","fronted",0.121593679,28.300321,"fronted","info-seeking"
"747","fronted",0.14974648,-33.17727355,"fronted","info-seeking"
"750","fronted",0.170891577,-58.91462068,"fronted","info-seeking"
"283","fronted",0.176971629,-21.13981303,"fronted","info-seeking"
"118","fronted",0.172277527,-1.903640735,"fronted","info-seeking"
"835","fronted",0.091634504,53.04638925,"fronted","info-seeking"
"105","fronted",0.099928869,-13.4619431,"fronted","info-seeking"
"515","fronted",0.096656068,-89.62065996,"fronted","info-seeking"
"404","fronted",0.12181048,44.64436498,"fronted","info-seeking"
"801","fronted",0.119608855,-49.55594024,"fronted","info-seeking"
"946","echo",0.255818032,78.53810208,"in-situ","clarification"
"986","echo",0.214511855,4.980201294,"in-situ","clarification"
"392","fronted",0.141953486,-31.27006897,"fronted","info-seeking"
"81","fronted",0.076978386,-44.59211313,"fronted","info-seeking"
"131","fronted",0.077692052,58.33935001,"fronted","info-seeking"
"237","fronted",0.143235438,44.48105552,"fronted","info-seeking"
"203","fronted",0.153016543,32.86072656,"fronted","info-seeking"
"31","fronted",0.093456425,-53.92813297,"fronted","info-seeking"
"841","fronted",0.052884397,24.27164715,"fronted","info-seeking"
"467","fronted",0.112693362,16.69611785,"fronted","info-seeking"
"423","fronted",0.165048616,0.258963522,"fronted","info-seeking"
"787","fronted",0.13059039,-23.15330927,"fronted","info-seeking"
"943","echo",0.229303132,132.022683,"in-situ","clarification"
"644","fronted",0.074977453,-1.192277504,"fronted","info-seeking"
"925","content",0.237425529,-163.0225558,"in-situ","info-seeking"
"860","content",0.338277584,28.11534907,"in-situ","info-seeking"
"64","fronted",0.127818996,-16.18072802,"fronted","info-seeking"
"710","fronted",0.217278056,-59.37967127,"fronted","info-seeking"
"683","fronted",0.076481908,-26.09240263,"fronted","info-seeking"
"694","fronted",0.221377574,16.3674564,"fronted","info-seeking"
"432","fronted",0.218345623,-48.24673407,"fronted","info-seeking"
"282","fronted",0.088520236,-17.47802762,"fronted","info-seeking"
"904","content",0.157312007,-56.16694899,"in-situ","info-seeking"
"973","echo",0.187372291,85.09881416,"in-situ","clarification"
"595","fronted",0.123026254,5.778326228,"fronted","info-seeking"
"307","fronted",0.10874133,-49.05087439,"fronted","info-seeking"
"643","fronted",0.071820509,-2.581332924,"fronted","info-seeking"
"594","fronted",0.093873115,-26.42073396,"fronted","info-seeking"
"187","fronted",0.120023424,15.99449681,"fronted","info-seeking"
"736","fronted",0.139296081,48.91762663,"fronted","info-seeking"
"120","fronted",0.118829136,-19.17111484,"fronted","info-seeking"
"790","fronted",0.0391339,-39.74760807,"fronted","info-seeking"
"688","fronted",0.099640646,32.56982418,"fronted","info-seeking"
"926","content",0.003819363,20.55901251,"in-situ","info-seeking"
"833","fronted",0.122074218,-30.7155657,"fronted","info-seeking"
"265","fronted",0.002993834,35.82201297,"fronted","info-seeking"
"842","fronted",0.19088148,-53.82694173,"fronted","info-seeking"
"685","fronted",0.105771608,69.09885858,"fronted","info-seeking"
"258","fronted",0.08864794,-72.54858609,"fronted","info-seeking"
"886","content",0.385198655,-183.8764899,"in-situ","info-seeking"
"879","content",0.219397306,59.23014277,"in-situ","info-seeking"
"869","content",0.290888174,14.25160656,"in-situ","info-seeking"
"528","fronted",0.134457158,51.8031904,"fronted","info-seeking"
"740","fronted",0.204812442,-29.65263871,"fronted","info-seeking"
"757","fronted",0.185577821,-37.68146313,"fronted","info-seeking"
"773","fronted",0.092864813,23.84554182,"fronted","info-seeking"
"425","fronted",0.123925111,-2.15666582,"fronted","info-seeking"
"756","fronted",0.149015149,-26.72801296,"fronted","info-seeking"
"479","fronted",0.07561815,-22.31801212,"fronted","info-seeking"
"674","fronted",0.062093863,-50.17336265,"fronted","info-seeking"
"492","fronted",0.15493746,3.806854153,"fronted","info-seeking"
"794","fronted",0.13043752,-23.58645508,"fronted","info-seeking"
"174","fronted",0.209217614,-0.851408061,"fronted","info-seeking"
"112","fronted",0.051202632,-19.15631858,"fronted","info-seeking"
"882","content",0.124275165,15.61547484,"in-situ","info-seeking"
"195","fronted",0.172998863,-15.12772783,"fronted","info-seeking"
"875","content",0.25471889,60.2322194,"in-situ","info-seeking"
"215","fronted",0.144858992,-3.059012822,"fronted","info-seeking"
"90","fronted",0.090133164,-25.12638267,"fronted","info-seeking"
"346","fronted",0.047832329,-26.82532205,"fronted","info-seeking"
"100","fronted",0.098778816,-40.96965531,"fronted","info-seeking"
"927","content",0.112575833,22.87888286,"in-situ","info-seeking"
"290","fronted",0.174352554,35.60791099,"fronted","info-seeking"
"503","fronted",0.071364465,83.54314916,"fronted","info-seeking"
"928","content",0.273269715,-46.36921384,"in-situ","info-seeking"
"600","fronted",0.150144945,-27.4502438,"fronted","info-seeking"
"701","fronted",0.077452535,46.94458754,"fronted","info-seeking"
"856","content",0.12636492,2.475060222,"in-situ","info-seeking"
"147","fronted",0.057509347,-8.158019548,"fronted","info-seeking"
"288","fronted",0.096382794,20.33069441,"fronted","info-seeking"
"768","fronted",0.161120579,5.299859283,"fronted","info-seeking"
"673","fronted",0.108564821,31.19768064,"fronted","info-seeking"
"649","fronted",0.169547367,-1.26752306,"fronted","info-seeking"
"663","fronted",0.120081665,-25.42360826,"fronted","info-seeking"
"451","fronted",0.070711128,-34.85678535,"fronted","info-seeking"
"566","fronted",0.031000289,-5.484512246,"fronted","info-seeking"
"797","fronted",0.139571275,-55.22080253,"fronted","info-seeking"
