"","Type","Dur","Delta","Sur","Goal"
"103","fronted",0.081915089,61.40449217,"fronted","info-seeking"
"123","fronted",0.152426657,-75.64825494,"fronted","info-seeking"
"216","fronted",0.155843069,-47.36302019,"fronted","info-seeking"
"191","fronted",0.058551523,34.89094768,"fronted","info-seeking"
"452","fronted",0.095617737,80.31143724,"fronted","info-seeking"
"593","echo",0.292826505,43.12148878,"in-situ","clarification"
"520","content",0.302640836,-4.339273296,"in-situ","info-seeking"
"407","fronted",0.087396179,12.16380452,"fronted","info-seeking"
"516","content",0.355140413,4.195022193,"in-situ","info-seeking"
"258","fronted",0.091722868,58.94707217,"fronted","info-seeking"
"198","fronted",0.029146023,27.7441139,"fronted","info-seeking"
"172","fronted",0.142151919,-0.511685208,"fronted","info-seeking"
"254","fronted",0.066923825,-25.77068686,"fronted","info-seeking"
"543","content",0.198066897,-5.395427904,"in-situ","info-seeking"
"290","fronted",0.10970113,0.924158161,"fronted","info-seeking"
"437","fronted",0.133662099,14.45875003,"fronted","info-seeking"
"184","fronted",0.092989687,43.45264919,"fronted","info-seeking"
"368","fronted",0.147234996,-4.541596561,"fronted","info-seeking"
"35","fronted",0.10268217,-26.68052837,"fronted","info-seeking"
"57","fronted",0.077070222,-36.61224757,"fronted","info-seeking"
"427","fronted",0.127846988,21.95732112,"fronted","info-seeking"
"422","fronted",0.063146373,-37.42527888,"fronted","info-seeking"
"278","fronted",0.13150644,-26.90915515,"fronted","info-seeking"
"117","fronted",0.148186797,-6.165445678,"fronted","info-seeking"
"12","fronted",0.169760702,16.53080358,"fronted","info-seeking"
"222","fronted",0.153163283,-53.2345851,"fronted","info-seeking"
"129","fronted",0.167968112,-17.90192943,"fronted","info-seeking"
"133","fronted",0.114417564,86.8388647,"fronted","info-seeking"
"426","fronted",0.111447722,-8.69395935,"fronted","info-seeking"
"41","fronted",0.09576756,52.84744699,"fronted","info-seeking"
"141","fronted",0.058437391,7.215413909,"fronted","info-seeking"
"511","content",0.206212219,-83.84277643,"in-situ","info-seeking"
"394","fronted",0.139357437,26.88334242,"fronted","info-seeking"
"313","fronted",0.11636888,-17.32433165,"fronted","info-seeking"
"96","fronted",0.073392694,45.90447712,"fronted","info-seeking"
"341","fronted",0.153491243,-1.185743105,"fronted","info-seeking"
"282","fronted",0.112502904,93.18829128,"fronted","info-seeking"
"29","fronted",0.149381786,36.75794353,"fronted","info-seeking"
"586","echo",0.297095145,70.34982912,"in-situ","clarification"
"539","content",0.244969483,16.05841567,"in-situ","info-seeking"
"241","fronted",0.182437924,15.38684428,"fronted","info-seeking"
"321","fronted",0.119106755,-43.69567901,"fronted","info-seeking"
"24","fronted",0.090870561,74.44773528,"fronted","info-seeking"
"430","fronted",0.054708753,34.33376868,"fronted","info-seeking"
"547","content",0.304343886,-135.4227848,"in-situ","info-seeking"
"556","content",0.236147145,59.30590698,"in-situ","info-seeking"
"102","fronted",0.185977372,-11.23982293,"fronted","info-seeking"
"588","echo",0.287381132,125.4106672,"in-situ","clarification"
"404","fronted",0.105851641,-6.121828478,"fronted","info-seeking"
"174","fronted",0.178801505,-40.99555301,"fronted","info-seeking"
"5","fronted",0.142798941,19.07725125,"fronted","info-seeking"
"363","fronted",0.136849632,-33.94103921,"fronted","info-seeking"
"276","fronted",0.075868797,21.36702148,"fronted","info-seeking"
"331","fronted",0.119543158,-14.76732595,"fronted","info-seeking"
"582","echo",0.307925292,137.7009847,"in-situ","clarification"
"78","fronted",0.112825084,-2.283743888,"fronted","info-seeking"
"72","fronted",0.169780357,-24.26604262,"fronted","info-seeking"
"91","fronted",0.123032155,42.17141531,"fronted","info-seeking"
"513","content",0.126977948,40.71078504,"in-situ","info-seeking"
"592","echo",0.247769586,105.3399267,"in-situ","clarification"
"265","fronted",0.144691272,-29.57466332,"fronted","info-seeking"
"201","fronted",0.144464684,18.46281467,"fronted","info-seeking"
"88","fronted",0.047686524,31.62619271,"fronted","info-seeking"
"425","fronted",0.145732892,9.437549597,"fronted","info-seeking"
"329","fronted",0.053769312,38.29337123,"fronted","info-seeking"
"338","fronted",0.164307741,4.312123102,"fronted","info-seeking"
"6","fronted",0.151122486,-68.83396122,"fronted","info-seeking"
"464","fronted",0.096183295,0.827571549,"fronted","info-seeking"
"150","fronted",0.128106657,-12.27110834,"fronted","info-seeking"
"484","fronted",0.160017518,-39.22695087,"fronted","info-seeking"
"73","fronted",0.162608484,32.87498582,"fronted","info-seeking"
"263","fronted",0.056193625,59.23514311,"fronted","info-seeking"
"591","echo",0.30248393,147.963237,"in-situ","clarification"
"303","fronted",0.18151291,-58.29338463,"fronted","info-seeking"
"226","fronted",0.135137718,-68.01472437,"fronted","info-seeking"
"515","content",0.268185022,-22.57357309,"in-situ","info-seeking"
"583","echo",0.264061768,94.74555675,"in-situ","clarification"
"51","fronted",0.045704194,36.16825431,"fronted","info-seeking"
"381","fronted",0.115092881,41.47241284,"fronted","info-seeking"
"504","fronted",0.066824824,-65.79528008,"fronted","info-seeking"
"318","fronted",0.019689241,102.3478607,"fronted","info-seeking"
"386","fronted",0.130269644,-11.32269163,"fronted","info-seeking"
"17","fronted",0.149316962,-43.82037588,"fronted","info-seeking"
"62","fronted",0.156422537,-30.62074883,"fronted","info-seeking"
"442","fronted",0.096064055,21.78201791,"fronted","info-seeking"
"597","echo",0.307072246,81.76887742,"in-situ","clarification"
"144","fronted",0.204525468,-11.11232869,"fronted","info-seeking"
"48","fronted",0.112317215,76.23217934,"fronted","info-seeking"
"14","fronted",0.107872264,30.62519412,"fronted","info-seeking"
"595","echo",0.263338634,201.703574,"in-situ","clarification"
"465","fronted",0.026812063,-9.652849937,"fronted","info-seeking"
"374","fronted",0.125660175,47.38159956,"fronted","info-seeking"
"460","fronted",0.1693427,-19.76426604,"fronted","info-seeking"
"267","fronted",0.131629462,92.38841065,"fronted","info-seeking"
"413","fronted",0.123924059,23.7542962,"fronted","info-seeking"
"296","fronted",0.143092895,-3.720829663,"fronted","info-seeking"
"85","fronted",0.062220545,-17.2708585,"fronted","info-seeking"
"353","fronted",0.153622529,-32.84971893,"fronted","info-seeking"
"367","fronted",0.223292263,-34.10102199,"fronted","info-seeking"
"228","fronted",0.129594106,86.32071176,"fronted","info-seeking"
"294","fronted",0.100814661,-15.01081956,"fronted","info-seeking"
"219","fronted",0.054268585,-8.931705275,"fronted","info-seeking"
"68","fronted",0.182706168,5.571849761,"fronted","info-seeking"
"317","fronted",0.172006455,87.50789224,"fronted","info-seeking"
"301","fronted",0.090616512,83.34900705,"fronted","info-seeking"
"594","echo",0.247284575,104.3284339,"in-situ","clarification"
"89","fronted",0.01792555,27.59006202,"fronted","info-seeking"
"322","fronted",0.132437432,-4.493653021,"fronted","info-seeking"
"125","fronted",0.08505483,-26.29672352,"fronted","info-seeking"
"304","fronted",0.119080927,-1.447748548,"fronted","info-seeking"
"215","fronted",0.176992239,-24.65846121,"fronted","info-seeking"
"39","fronted",0.179206552,-35.2139977,"fronted","info-seeking"
"20","fronted",0.128963739,22.17222272,"fronted","info-seeking"
"471","fronted",0.150585621,-53.83308405,"fronted","info-seeking"
"325","fronted",0.056480967,10.83953728,"fronted","info-seeking"
"257","fronted",0.080430176,-21.63883,"fronted","info-seeking"
"418","fronted",0.071450795,5.32992178,"fronted","info-seeking"
"10","fronted",0.039339986,-20.97791359,"fronted","info-seeking"
"74","fronted",0.069533188,8.971088443,"fronted","info-seeking"
"527","content",0.155352867,-15.79112506,"in-situ","info-seeking"
"411","fronted",0.223024804,18.33757677,"fronted","info-seeking"
"108","fronted",0.153686628,37.61601418,"fronted","info-seeking"
