"","Type","Dur","Delta","Sur","Goal"
"1121","fronted",0.116327961,-63.77862163,"fronted","info-seeking"
"1345","fronted",0.137234514,1.345445019,"fronted","info-seeking"
"1763","echo",0.267636965,63.27426705,"in-situ","clarification"
"31","fronted",0.169064016,33.2486518,"fronted","info-seeking"
"76","fronted",0.126198703,-11.90380994,"fronted","info-seeking"
"480","fronted",0.106299385,-16.74348959,"fronted","info-seeking"
"126","fronted",0.150452477,-50.78500857,"fronted","info-seeking"
"1633","content",0.14465437,7.380872067,"in-situ","info-seeking"
"354","fronted",0.147607063,13.66421688,"fronted","info-seeking"
"179","fronted",0.104590662,-45.4400559,"fronted","info-seeking"
"909","fronted",0.079996838,-7.570828185,"fronted","info-seeking"
"654","fronted",0.21931747,63.33784759,"fronted","info-seeking"
"689","fronted",0.144793659,46.85564122,"fronted","info-seeking"
"1664","content",0.141371947,-71.19342485,"in-situ","info-seeking"
"924","fronted",0.148924811,-6.217302841,"fronted","info-seeking"
"938","fronted",0.145151121,27.04520256,"fronted","info-seeking"
"882","fronted",0.101895476,-19.40935738,"fronted","info-seeking"
"1142","fronted",0.166021845,22.43378325,"fronted","info-seeking"
"1572","content",0.216082317,-108.716568,"in-situ","info-seeking"
"3","fronted",0.125331475,56.9196192,"fronted","info-seeking"
"1557","content",0.043245732,-55.99833052,"in-situ","info-seeking"
"1539","content",0.198144578,11.32027534,"in-situ","info-seeking"
"911","fronted",0.169400178,-35.77854577,"fronted","info-seeking"
"1676","content",0.180377102,3.084097527,"in-situ","info-seeking"
"214","fronted",0.131554254,-25.02619405,"fronted","info-seeking"
"1740","echo",0.161973569,-39.42633832,"in-situ","clarification"
"1466","fronted",0.090673392,-55.78616095,"fronted","info-seeking"
"1410","fronted",0.087901366,-36.1751658,"fronted","info-seeking"
"248","fronted",0.132310117,25.72851616,"fronted","info-seeking"
"1261","fronted",0.123410099,-41.04120656,"fronted","info-seeking"
"1619","content",0.239042818,-97.6887655,"in-situ","info-seeking"
"1216","fronted",0.087740976,-6.479391087,"fronted","info-seeking"
"87","fronted",0.056927199,-20.09398176,"fronted","info-seeking"
"226","fronted",0.092581985,-22.39513582,"fronted","info-seeking"
"1691","echo",0.24055596,73.20319474,"in-situ","clarification"
"161","fronted",0.049443149,2.666134219,"fronted","info-seeking"
"1243","fronted",0.161784139,-16.21096483,"fronted","info-seeking"
"1004","fronted",0.081653273,-32.09063288,"fronted","info-seeking"
"1275","fronted",0.05803144,47.51080428,"fronted","info-seeking"
"333","fronted",0.12815524,37.8697968,"fronted","info-seeking"
"577","fronted",0.141718672,-10.47283316,"fronted","info-seeking"
"1035","fronted",0.133780526,-26.07714208,"fronted","info-seeking"
"985","fronted",0.23979852,-24.74015509,"fronted","info-seeking"
"895","fronted",0.127073371,-17.11539259,"fronted","info-seeking"
"1256","fronted",0.00782032,24.12495078,"fronted","info-seeking"
"1085","fronted",0.089856701,53.14232128,"fronted","info-seeking"
"1388","fronted",0.072977657,16.09715764,"fronted","info-seeking"
"515","fronted",0.066749714,50.18824341,"fronted","info-seeking"
"270","fronted",0.084748457,67.91154684,"fronted","info-seeking"
"1237","fronted",0.092935151,-40.34938436,"fronted","info-seeking"
"417","fronted",0.068046456,32.42245277,"fronted","info-seeking"
"995","fronted",0.115431914,21.75121706,"fronted","info-seeking"
"1762","echo",0.256304352,42.97426892,"in-situ","clarification"
"42","fronted",0.159069507,78.6880651,"fronted","info-seeking"
"1659","content",0.194243965,17.25354194,"in-situ","info-seeking"
"172","fronted",0.147537103,4.340892473,"fronted","info-seeking"
"1245","fronted",0.10333166,47.52793641,"fronted","info-seeking"
"821","fronted",0.08269186,59.78558494,"fronted","info-seeking"
"275","fronted",0.157726529,-32.16087714,"fronted","info-seeking"
"1065","fronted",0.171996286,54.19769577,"fronted","info-seeking"
"733","fronted",0.150574107,-1.452529922,"fronted","info-seeking"
"957","fronted",0.162037417,3.307403015,"fronted","info-seeking"
"590","fronted",0.139796859,32.125806,"fronted","info-seeking"
"58","fronted",0.130520207,-10.5678175,"fronted","info-seeking"
"1135","fronted",0.075421684,38.83391526,"fronted","info-seeking"
"959","fronted",0.074615172,-5.45393948,"fronted","info-seeking"
"460","fronted",0.14353345,9.028668377,"fronted","info-seeking"
"336","fronted",0.121110107,14.8079869,"fronted","info-seeking"
"405","fronted",0.136740111,32.8269064,"fronted","info-seeking"
"746","fronted",0.148885822,-19.79548088,"fronted","info-seeking"
"1324","fronted",0.086628431,19.16339955,"fronted","info-seeking"
"633","fronted",0.125941411,9.391529107,"fronted","info-seeking"
"839","fronted",0.094208859,-2.08800805,"fronted","info-seeking"
"776","fronted",0.102917617,-20.2106766,"fronted","info-seeking"
"95","fronted",0.169047134,-11.0791674,"fronted","info-seeking"
"355","fronted",0.097876758,-21.76290029,"fronted","info-seeking"
"1342","fronted",0.13688679,-26.20241493,"fronted","info-seeking"
"1429","fronted",0.060221418,8.708299842,"fronted","info-seeking"
"60","fronted",0.087278318,-36.91420772,"fronted","info-seeking"
"1373","fronted",0.149305819,-2.865745665,"fronted","info-seeking"
"439","fronted",0.108517421,33.94949782,"fronted","info-seeking"
"947","fronted",0.049237045,3.276957326,"fronted","info-seeking"
"99","fronted",0.084211358,-58.17978807,"fronted","info-seeking"
"730","fronted",0.188650153,-4.328385988,"fronted","info-seeking"
"88","fronted",0.077781898,79.343583,"fronted","info-seeking"
"631","fronted",0.097400958,22.36373344,"fronted","info-seeking"
"1682","echo",0.330006579,113.43834,"in-situ","clarification"
"1188","fronted",0.123600389,-32.35775515,"fronted","info-seeking"
"930","fronted",0.219684084,-4.535130181,"fronted","info-seeking"
"1221","fronted",0.125102305,-29.46645824,"fronted","info-seeking"
"1229","fronted",0.198513622,1.190483965,"fronted","info-seeking"
"516","fronted",0.165794406,25.33415511,"fronted","info-seeking"
"791","fronted",0.088113167,-37.90443773,"fronted","info-seeking"
"216","fronted",0.072316905,-45.66174698,"fronted","info-seeking"
"1207","fronted",0.060884684,-24.95666906,"fronted","info-seeking"
"574","fronted",0.108021269,-12.80052077,"fronted","info-seeking"
"125","fronted",0.12289872,41.67465789,"fronted","info-seeking"
"239","fronted",0.060544061,3.000236971,"fronted","info-seeking"
"1119","fronted",0.078645794,71.00840218,"fronted","info-seeking"
"1447","fronted",0.129687354,5.954246334,"fronted","info-seeking"
"816","fronted",0.079962524,14.55757071,"fronted","info-seeking"
"1553","content",-0.000853913,-80.04477673,"in-situ","info-seeking"
"1031","fronted",0.088315216,18.03116031,"fronted","info-seeking"
"1465","fronted",0.093079206,-17.69239658,"fronted","info-seeking"
"435","fronted",0.092367223,12.52107794,"fronted","info-seeking"
"447","fronted",0.065437468,14.30668025,"fronted","info-seeking"
"897","fronted",0.132067836,-26.1304838,"fronted","info-seeking"
"455","fronted",0.169252437,-30.64159473,"fronted","info-seeking"
"1421","fronted",0.087825219,3.787901206,"fronted","info-seeking"
"531","fronted",0.166728103,-8.878338184,"fronted","info-seeking"
"866","fronted",0.141467996,9.652243687,"fronted","info-seeking"
"1201","fronted",0.12829706,122.2577371,"fronted","info-seeking"
"1205","fronted",0.13564485,-23.71621962,"fronted","info-seeking"
"246","fronted",0.108421024,31.46104566,"fronted","info-seeking"
"38","fronted",0.119837552,-12.25378316,"fronted","info-seeking"
"662","fronted",0.12870348,37.67302712,"fronted","info-seeking"
"952","fronted",0.103745734,-7.986094869,"fronted","info-seeking"
"1357","fronted",-0.006128089,-4.500899181,"fronted","info-seeking"
"991","fronted",0.074658707,34.07676264,"fronted","info-seeking"
"635","fronted",0.101888264,39.1690184,"fronted","info-seeking"
"1196","fronted",0.148112686,-22.90675377,"fronted","info-seeking"
"1218","fronted",0.150400673,-27.42225682,"fronted","info-seeking"
"729","fronted",0.115286219,78.41908822,"fronted","info-seeking"
"141","fronted",0.207483659,13.16835936,"fronted","info-seeking"
"788","fronted",0.101396767,-17.48905017,"fronted","info-seeking"
"77","fronted",0.117788573,24.30404789,"fronted","info-seeking"
"253","fronted",0.138733466,16.59152899,"fronted","info-seeking"
"1604","content",0.391152023,20.3975114,"in-situ","info-seeking"
"437","fronted",0.133510966,5.645790926,"fronted","info-seeking"
"307","fronted",0.082926562,-71.8876572,"fronted","info-seeking"
"1106","fronted",0.059871018,-40.12986705,"fronted","info-seeking"
"1674","content",0.263619002,-21.53836868,"in-situ","info-seeking"
"524","fronted",0.095292004,-6.751497361,"fronted","info-seeking"
"1681","echo",0.384544345,209.0367099,"in-situ","clarification"
"323","fronted",0.096071799,-13.92350937,"fronted","info-seeking"
"322","fronted",0.156628523,-69.76610336,"fronted","info-seeking"
"1477","fronted",0.089926053,61.12221137,"fronted","info-seeking"
"1079","fronted",0.192304351,-77.12065505,"fronted","info-seeking"
"1239","fronted",0.128475086,47.87879758,"fronted","info-seeking"
"1158","fronted",0.153081789,3.062128066,"fronted","info-seeking"
"300","fronted",0.147393171,23.89683465,"fronted","info-seeking"
"1551","content",0.098707525,3.051958506,"in-situ","info-seeking"
"1127","fronted",0.064042598,37.32839482,"fronted","info-seeking"
"1400","fronted",0.023075037,-0.890712822,"fronted","info-seeking"
"478","fronted",0.095368979,-18.60280989,"fronted","info-seeking"
"552","fronted",0.105527022,56.48801986,"fronted","info-seeking"
"1468","fronted",0.189391381,33.39954718,"fronted","info-seeking"
"1025","fronted",0.115370669,114.8977675,"fronted","info-seeking"
"1559","content",0.062544953,-40.00604449,"in-situ","info-seeking"
"1487","fronted",0.080969459,16.58080491,"fronted","info-seeking"
"1442","fronted",0.19817901,-75.19345803,"fronted","info-seeking"
"373","fronted",0.066451283,18.87669261,"fronted","info-seeking"
"1362","fronted",0.092173414,77.1990366,"fronted","info-seeking"
"461","fronted",0.131237316,32.79702477,"fronted","info-seeking"
"1580","content",0.156685037,-34.07118114,"in-situ","info-seeking"
"1110","fronted",0.084711757,-75.89442987,"fronted","info-seeking"
"1561","content",0.190375957,0.33154945,"in-situ","info-seeking"
"520","fronted",0.125109315,-9.968840445,"fronted","info-seeking"
"413","fronted",0.11059515,40.92340959,"fronted","info-seeking"
"1154","fronted",0.102467323,32.81617924,"fronted","info-seeking"
"1746","echo",0.311571955,99.98701126,"in-situ","clarification"
"764","fronted",0.073857395,3.609834292,"fronted","info-seeking"
"1003","fronted",0.092147892,29.87756186,"fronted","info-seeking"
"1568","content",0.191921709,28.47431149,"in-situ","info-seeking"
"701","fronted",0.095953561,18.25898119,"fronted","info-seeking"
"1575","content",0.165826804,20.56571342,"in-situ","info-seeking"
"948","fronted",0.138242756,66.31836239,"fronted","info-seeking"
"667","fronted",0.040909519,8.715757457,"fronted","info-seeking"
"637","fronted",0.095423967,-1.775045618,"fronted","info-seeking"
